STT,Tên khách hàng,Mã số thuế,Đại lý,Mẫu số,Ký hiệu,Số hóa đơn,Ngày xuất,SEC
STT,Tên khách hàng,Mã số thuế,Đại lý,Mẫu số,Ký hiệu,Số hóa đơn,Ngày xuất,SEC
1546,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ THƯƠNG MẠI SH HÀ NỘI,109549493,Esitic,01GTKT0/001,AA/20E,10057,Sun May 16 2021 23:59:20 GMT+0700 (Indochina Time),gol2xvj97g
1547,CÔNG TY CỔ PHẦN DỊCH VỤ BẢO VỆ AN THỊNH,2500552651,Esitic,01GTKT0/001,AA/20E,10057,Sun May 16 2021 23:59:20 GMT+0700 (Indochina Time),gol2xvj97g
1548,CÔNG TY CỔ PHẦN SÁCH - VĂN HÓA PHÚC YÊN,2500505690,Esitic,01GTKT0/001,AA/20E,10057,Sun May 16 2021 23:59:20 GMT+0700 (Indochina Time),gol2xvj97g
1549,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ XÂY DỰNG HƯNG THỊNH VĨNH PHÚC,2500662245,Esitic,01GTKT0/001,AA/20E,10057,Sun May 16 2021 23:59:20 GMT+0700 (Indochina Time),gol2xvj97g
1550,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ XÂY DỰNG MẠNH HÙNG,2500515392,Esitic,01GTKT0/001,AA/20E,10057,Sun May 16 2021 23:59:20 GMT+0700 (Indochina Time),gol2xvj97g
1551,CÔNG TY TNHH MTV DỊCH VỤ VÀ THƯƠNG MẠI HƯNG LỢI VP,2500571848,Esitic,01GTKT0/001,AA/20E,10057,Sun May 16 2021 23:59:20 GMT+0700 (Indochina Time),gol2xvj97g
1552,CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU BAMBOO,2500662446,Esitic,01GTKT0/001,AA/20E,10057,Sun May 16 2021 23:59:20 GMT+0700 (Indochina Time),gol2xvj97g
1553,CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ VÀ XÂY DỰNG THÁI SƠN,2500663961,Esitic,01GTKT0/001,AA/20E,10057,Sun May 16 2021 23:59:20 GMT+0700 (Indochina Time),gol2xvj97g
1554,CÔNG TY TNHH GIẢI PHÁP ADVANCE,314391724,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1555,CÔNG TY TNHH MTV PFS THANH HÓA,2802760707,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1556,CÔNG TY TNHH ĐIỀU TRỊ & TRANG THIẾT BỊ NHÃN KHOA HỒNG PHONG,109176989,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1557,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VÀ DỊCH VỤ HOA NỘI,108197062,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1558,CÔNG TY TNHH GIA DỤNG VÀ QUÀ TẶNG HÀ NỘI,108700832,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1559,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ RỒNG ĐÔNG PHƯƠNG,312624973,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1560,CÔNG TY TNHH HUẤN LUYỆN DOANH CHỦ,107262914,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1561,CÔNG TY CỔ PHẦN WEAPON VIỆT NAM,2700925702,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1562,CÔNG TY TNHH CẢNH QUAN CÂY XANH VIỆT,109583487,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1563,CÔNG TY TNHH QUẢN LÝ VẬN HÀNH XỬ LÝ NƯỚC THẢI THÀNH ĐẠT,109571097,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1564,CÔNG TY CỔ PHẦN AMAVI DOOR,316812801,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1565,CÔNG TY CỔ PHẦN HỌC VIỆN KHAI VẤN HẢI ĐĂNG,315408427,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1566,CÔNG TY TNHH TƯ VẤN DU HỌC BIỂN XANH,314734650,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1567,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT DỊCH VỤ HOÀNG LINH TRÂM,315354690,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1568,CÔNG TY TNHH M&H HOME,313157792,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1569,CÔNG TY TNHH VĂN PHÒNG PHẨM HNC,109061593,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1570,CÔNG TY TNHH KỸ THUẬT CÔNG TRÌNH MỎ VÀ LUYỆN KIM HOA NĂNG VIỆT NAM,107474700,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1571,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ XUẤT NHẬP KHẨU TRƯỜNG PHÁT,109529585,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1572,CÔNG TY CỔ PHẦN CEN BÌNH THUẬN,3401221509,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1573,CÔNG TY TNHH MỘT THÀNH VIÊN TÂM TRUNG KIÊN,3603059351,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1574,CÔNG TY CỔ PHẦN FIRITALIA,108313583,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1575,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ KỸ THUẬT BÌNH PHÁT ,108092782,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1576,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG VIỆT DŨNG PHÁT,3603267584,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1577,CÔNG TY CỔ PHẦN 5 SAO VIỆT NAM,107427531,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1578,CÔNG TY CỔ PHẦN BAVELACO VIỆT NAM ,108898332,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1579,CÔNG TY CỔ PHẦN DƯỢC PHẨM BEST VIỆT NAM,108981252,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1580,CÔNG TY CỔ PHẦN CEN ĐÔNG BẮC,5702086180,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1581,CÔNG TY CỔ PHẦN ĐỖ ĐẦU VIỆT NAM,107286489,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1582,CÔNG TY TNHH TƯ VẤN XÂY DỰNG SB,312023676,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1583,CÔNG TY CỔ PHẦN TƯ VẤN QUỐC TẾ BẢO TÍN,314447631,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1584,CÔNG TY TNHH HD GLOBAL VIỆT NAM,801349152,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1585,CÔNG TY TNHH DIỆU MAI,601200412,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1586,CÔNG TY TNHH CÔNG NGHỆ HERBA ,109596729,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1587,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG HTA VIỆT NAM,107438420,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1588,CÔNG TY TNHH DVVT ANH DŨNG,4201929462,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1589,CÔNG TY TNHH DƯỢC PHẨM ECO LIFE,108833712,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1590,CÔNG TY TNHH THƯƠNG MẠI PHẦN MỀM DLO,109632279,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1591,CÔNG TY TNHH MTV XÂY DỰNG VÀ THƯƠNG MẠI DỊCH VỤ THUẬN HỒNG,109611790,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1592,"CÔNG TY TNHH CÔNG NGHỆ KÍNH MẮT, ĐỒNG HỒ HOÀNG LONG",109417641,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1593,CÔNG TY TNHH THE HUMAN,108768622,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1594,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ XUẤT NHẬP KHẨU THANG MÁY LHB,109615481,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1595,CÔNG TY TNHH TIÊN PHONG,3702346477,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1596,CÔNG TY TNHH GIẢI PHÁP TEN MEDIA,109502287,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1597,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG JVS GROUP,2500605293,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1598,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ XÂY DỰNG MINH CHÂU,2500664066,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1599,CÔNG TY TNHH ATELIER 12,109633970,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1600,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI KTS,109628314,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1601,CÔNG TY TNHH TTP - FURNITURE VIỆT NAM,3603799532,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1602,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN PHÁT TRIỂN NHÂN LỰC NHÂN THÁI,5702085074,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1603,CÔNG TY TNHH DỊCH VỤ CUNG ỨNG HÀNG HẢI VIỆT NAM,316863235,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1604,CÔNG TY TNHH THÉP THUẬN HÒA PHÁT,3603683369,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1605,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN INDEL,105810347,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1606,CÔNG TY TNHH DỊCH VỤ GIA PHONG,107462670,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1607,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI VÀ DỊCH VỤ HOA SEN,106697101,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1608,CÔNG TY CỔ PHẦN XÂY DỰNG AN ĐÀ,2901872169,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1609,CÔNG TY TNHH TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG CƠ ĐIỆN PHƯỚC LỘC,401830431,Esitic,01GTKT0/001,AA/20E,11134,Mon Jun 21 2021 23:59:20 GMT+0700 (Indochina Time),gd32jze3x5
1610,CÔNG TY TNHH KHÍ CÔNG NGHIỆP TIẾN MẠNH,101795507,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1611,CÔNG TY CỔ PHẦN DỊCH VỤ VẬN TẢI AS,315976885,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1612,CÔNG TY CỔ PHẦN ỨNG DỤNG VÀ PHÁT TRIỂN CÔNG NGHỆ SỐ,104542800,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1613,CÔNG TY TNHH ECOPLAT VIỆT NAM,109494163,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1614,CÔNG TY CỔ PHẦN THƯƠNG MẠI XÂY DỰNG - BÊ TÔNG THỊNH VƯỢNG,700229155,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1615,CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN VÀ THƯƠNG MẠI ÁNH DƯƠNG,700843975,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1616,CÔNG TY TNHH XD & TM TOÀN PHÁT,700851013,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1617,CÔNG TY TNHH VẬT LIỆU XÂY DỰNG VÀ BÊ TÔNG THANH MIỆN,801349466,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1618,CÔNG TY TNHH MỘT THÀNH VIÊN KINH DOANH - XĂNG DẦU TRẦN PHÚC NGUYÊN,1101736447,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1619,CÔNG TY TNHH MTV THỰC PHẨM ANH LONG,3600664791,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1620,CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT - DỊCH VỤ - THƯƠNG MẠI CƠ KHÍ VŨ QUANG TRUNG,3602791562,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1621,CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG ĐỨC PHÚ THÀNH,3603794580,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1622,CÔNG TY CỔ PHẦN NỘI THẤT NGÔI NHÀ XANH,109434397,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1623,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ VÀ THƯƠNG MẠI TDS VIỆT NAM,109186271,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1624,CÔNG TY CỔ PHẦN THƯƠNG MẠI 27-7 ĐÔNG TRIỀU,5700472670,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1625,CÔNG TY ĐẤU GIÁ HỢP DANH TÀI SẢN HÀ THÀNH VIỆT NAM,108624155,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1626,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ CÔNG NGHỆ THÀNH NAM,107122057,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1627,CÔNG TY CỔ PHẦN GRATEFUL,316740427,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1628,CÔNG TY TNHH 1TV UVICA,5701965157,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1629,CÔNG TY TNHH MÁY MÓC CÔNG NGHIỆP JUN CHENG,3702969023,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1630,CÔNG TY TNHH FRESH HOUSE VIỆT NAM,108489890,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1631,VĂN PHÒNG THỪA PHÁT LẠI PHÚC YÊN,2500665768,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1632,Công ty TNHH COCOO - Kem dừa Côn Đảo,109616277,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1633,Công ty Cổ phần TNT Toàn Phát,2500578515,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1634,Công ty TNHH xây dựng và thương mại Nhất Triều,2500658182,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1635,CÔNG TY TNHH ITCS VIỆT NAM,700851817,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1636,CÔNG TY TNHH HỒNG PHONG,3500520330,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1637,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ TÂY NAM,108561755,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1638,CÔNG TY CỔ PHẦN CÔNG NGHỆ HANET,109653543,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1639,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN THƯƠNG MẠI BẢO ÂN,109652388,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1640,CÔNG TY TNHH XÂY DỰNG LOGO MẶT TRỜI,109661657,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1641,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐÀO TẠO INTEGRITY,109664520,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1642,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN GIẢI PHÁP CÔNG NGHỆ T&D,316842059,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1643,CÔNG TY TNHH NAVADO VIỆT NAM,106611538,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1644,CÔNG TY TNHH T&C VIỆT NAM,105042303,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1645,CÔNG TY TNHH THƯƠNG MẠI IN VÀ QUẢNG CÁO HƯƠNG VIỆT,101478307,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1646,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NAM MINH ĐẠT,3603814452,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1647,CHI NHÁNH CÔNG TY TNHH BIOMIN VIỆT NAM TẠI BÌNH DƯƠNG,0100113889-002,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1648,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG VÀ NỘI THẤT HĐC,107706084,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1649,CÔNG TY TNHH THƯƠNG MẠI TPMED,107557361,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1650,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẬN TẢI VÀ XÂY DỰNG CƯỜNG LINH,105688464,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1651,CÔNG TY TNHH XỬ LÝ MÔI TRƯỜNG CÔNG TRÌNH PHÚC TIẾN,107440109,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1652,CÔNG TY TNHH DƯỢC PHẨM TRÍ VIỆT,801179013,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1653,CÔNG TY TNHH THƯƠNG MẠI & XUẤT NHẬP KHẨU NHẤT LÂM,104076740,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1654,CÔNG TY TNHH KINH DOANH THƯƠNG MẠI VÀ SẢN XUẤT AN KHÁNH,202104964,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1655,CÔNG TY TNHH XÂY DỰNG ĐỨC MAI,402105475,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1656,CÔNG TY TNHH 6AND8,109611279,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1657,CÔNG TY TNHH CARICO VIỆT NAM,316921342,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1658,CÔNG TY TNHH ĐẦU TƯ GIÁO DỤC & CÔNG NGHỆ ILC,109690922,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1659,CÔNG TY TNHH TRANG SỨC MTH,3603817439,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1660,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI HK VIỆT NAM,106682930,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1661,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI TDD VIỆT NAM,202106714,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1662,CÔNG TY TNHH SỰ KIỆN VÀ GIẢI TRÍ THIÊN BÌNH,106731930,Esitic,01GTKT0/001,AA/20E,12099,Tue Jul 20 2021 23:59:20 GMT+0700 (Indochina Time),gqxe0v03pr
1663,CHI NHÁNH CÔNG TY CỔ PHẦN BÓNG ĐÈN PHÍCH NƯỚC RẠNG ĐÔNG,0101526991-004,Esitic,01GTKT0/001,AA/20E,12828,Tue Aug 17 2021 23:59:20 GMT+0700 (Indochina Time),r129e712m5
1664,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XÂY DỰNG ĐỨC HUY BUILDING,3603820248,Esitic,01GTKT0/001,AA/20E,12828,Tue Aug 17 2021 23:59:20 GMT+0700 (Indochina Time),r129e712m5
1665,CÔNG TY CỔ PHẦN TMĐT NHẬT MINH,107890612,Esitic,01GTKT0/001,AA/20E,12828,Tue Aug 17 2021 23:59:20 GMT+0700 (Indochina Time),r129e712m5
1666,CÔNG TY TNHH BẢO VỆ AN NINH RỒNG VÀNG,316777963,Esitic,01GTKT0/001,AA/20E,12828,Tue Aug 17 2021 23:59:20 GMT+0700 (Indochina Time),r129e712m5
1667,CÔNG TY CỔ PHẦN VIỄN THÔNG ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ,102562840,Esitic,01GTKT0/001,AA/20E,12828,Tue Aug 17 2021 23:59:20 GMT+0700 (Indochina Time),r129e712m5
